dmu,country,year,efficiencies,CO2,material_footprint,foreign_investment,life_expectancy,income,mean_years_in_school,murder,income_share_20,target_input.CO2,target_input.material_footprint,target_input.foreign_investment,target_output.life_expectancy,target_output.income,target_output.mean_years_in_school,target_output.murder,continent
Belgium_2004,Belgium,2004,0.82953,12.3,23.5,437.9,79.1,45.5,10.5,99.99838,8.4,5.8737192482913,19.493888570217628,363.24994914457716,79.09999999999599,45.5,10.588267699586515,99.99846945540449,Europe
Belgium_2005,Belgium,2005,0.82773,11.9,23.9,441.27,79.3,46.3,10.7,99.99851,8.7,6.142894398709019,19.78262854238235,365.25022999567943,79.2999999999983,46.300000000000004,10.699999999999783,99.99854572068855,Europe
Belgium_2006,Belgium,2006,0.83815,11.7,24.3,435.6,79.6,47.2,11.1,99.99869,8.7,6.855163307537964,20.366989630042305,365.09714744223925,79.84996675489732,47.2,11.1,99.9988345789616,Europe
Belgium_2007,Belgium,2007,0.8436,11.3,25,429.5,79.8,48.6,11.1,99.99855,8.6,7.047848799171082,21.089945827576372,362.3252693177618,80.20939203845373,48.6,11.100000000000001,99.999008015742,Europe
Belgium_2008,Belgium,2008,0.84441,11.2,25.6,413.2,79.9,48.4,11,99.9989,8.7,7.008322655510699,21.616812464213204,348.9088636801914,80.25680020772123,48.400000000000006,11,99.99903729995985,Europe
Belgium_2009,Belgium,2009,0.84708,9.93,23.9,434,80,47.1,11.1,99.99888,8.5,6.8548407380322836,20.245126399437808,367.63116557971813,79.99999999999523,47.09999999999944,11.169103508348435,99.99890425046787,Europe
Belgium_2010,Belgium,2010,0.88642,10.4,22.9,423.9,80.2,48,11.1,99.999019,8.6,7.097137657723687,20.298951502705926,375.7522070741066,80.2,48.00000000000001,11.304256655619572,99.99901900000032,Europe
Belgium_2011,Belgium,2011,0.90804,9.48,22.3,418.7,80.4,48.2,11.2,99.99881,8.6,7.320791003523106,20.249308949665362,380.196666243228,80.39999999999381,48.19999999999928,11.487694181225805,99.99909197825781,Europe
Belgium_2012,Belgium,2012,0.87886,9.17,22.5,447.62,80.5,48.2,11.2,99.99891,8.7,7.386562837562298,19.77427384888349,393.39379823276545,80.50000000000047,48.199999999999996,11.532634040722495,99.99906616879215,Europe
Belgium_2013,Belgium,2013,0.86894,9.11,22.9,455.68,80.7,48.2,11.4,99.99906,8.6,7.370765803487728,19.898781198296902,395.9596775734219,80.699999999899,48.199999999984584,11.39999999998696,99.99908990532091,Europe
Belgium_2014,Belgium,2014,0.88217,8.55,23.1,452.84,81,48.7,11.5,99.999013,8.6,7.398554970394823,20.378209415557787,399.48347843035435,81,48.7,11.500000000000002,99.99932716835016,Europe
Belgium_2015,Belgium,2015,0.88604,8.84,23.4,454.22,81.1,49.5,11.7,99.999022,8.6,7.637581397104652,20.73344800595045,402.45926295994917,81.09999999999998,49.49999999999999,11.7,99.99938689649271,Europe
Bulgaria_2006,Bulgaria,2006,0.83207,6.8,11,427.1,71.2,15.9,10.4,99.99847,5.7,4.289831400595214,9.152794029396471,355.3780299959302,71.20669310682646,15.900000000000004,10.626140042592453,99.99847000001701,Europe
Bulgaria_2007,Bulgaria,2007,0.83381,7.35,11.8,418.8,71.5,17.1,10.5,99.99843,6.5,4.335334595663123,9.838990340349278,349.2007758083286,71.67834788672144,17.100000000000005,10.61543901699665,99.9984300000158,Europe
Bulgaria_2008,Bulgaria,2008,0.8046,7.18,13,431.1,71.9,18.3,10.5,99.99857,6.9,4.523772222411547,10.459744564558454,346.861221675473,71.9,18.300000000000004,10.601796082260151,99.99857000001589,Europe
Bulgaria_2009,Bulgaria,2009,0.81702,6.12,11.6,442.51,72.1,17.8,10.6,99.99827,6.8,4.361272769324155,9.477400449180339,361.5383166004939,72.10000001059448,17.80000000549448,10.812962759627204,99.99827001410253,Europe
Bulgaria_2010,Bulgaria,2010,0.85759,6.44,10.7,446.36,72.3,18.2,10.6,99.99877,6.3,4.546138657661104,9.176189815020376,382.7929052072016,72.30000000377194,18.200000001783366,10.600000000505204,99.9987700048984,Europe
Bulgaria_2011,Bulgaria,2011,0.84833,7.2,11.5,446.35,72.7,18.7,10.7,99.99888,6.4,4.536716047420729,9.75584309026123,378.6539620294,72.7,18.699999999999996,10.700000000000003,99.99888000001364,Europe
Bulgaria_2012,Bulgaria,2012,0.85919,6.59,11.2,446.71,73,18.9,10.8,99.99877,6.2,4.383962867708196,9.622921094020796,383.8084894562527,73.00000000000003,18.899999999999995,10.8,99.99877000001298,Europe
Bulgaria_2013,Bulgaria,2013,0.87934,5.84,11,446.44,73.3,18.9,10.9,99.99898,5.7,4.175099969862003,9.672753408771104,392.57309380107006,73.30000000000001,18.899999999999995,10.9,99.998980000005,Europe
Bulgaria_2014,Bulgaria,2014,0.8582,6.23,11.5,448.08,73,19.2,10.9,99.99892,6,4.444669575700326,9.8693573775442065,384.544491611157,73.00000000377717,19.200000002330885,10.900000000650591,99.9989200046908,Europe
Canada_1990,Canada,1990,0.56881,16.8,35.4,448.59,77.4,34.6,10.28,99.99799,7.675,5.233565490180942,20.13578244232965,255.16131767809773,77.9718193895288,34.6,10.338203010785854,99.99799000000016,Americas
Canada_1991,Canada,1991,0.57111,16.2,34.3,449.424,77.6,33.5,10.3,99.9978,7.7,5.113318390190791,19.588913228822,256.6684471997113,77.60000000000001,33.50000000000001,10.326834792429866,99.9978000000001,Americas
Canada_1992,Canada,1992,0.58023,16.5,33.5,448.82,77.8,33.4,10.4,99.99798,7.666666666666667,5.059212588740762,19.43757772992453,260.4171234849173,77.96022787630383,33.400000000000006,10.429059873752667,99.99798000000007,Americas
Canada_1993,Canada,1993,0.59984,16.4,32.3,449.276,77.8,33.9,10.5,99.99825,7.633333333333333,5.315697526831652,19.374941266811845,269.4952358488073,77.84694201943279,33.90000000297681,10.500000004133394,99.99825003792033,Americas
Canada_1994,Canada,1994,0.61313,16.7,32,448.35,78,35.1,10.6,99.99831,7.6,5.5048741977680855,19.620246497189427,274.898047406715,78.17669808132676,35.1,10.6,99.99831000000131,Americas
Canada_1995,Canada,1995,0.62881,17,31.1,447.74,78.1,35.6,10.6,99.9984,7.533333333333333,5.588795975935636,19.555992378323175,281.5434092434217,78.1,35.60000000000001,10.601761623073532,99.99840000000218,Americas
Canada_1996,Canada,1996,0.64431,17.3,29.9,448.6,78.4,35.8,10.7,99.9983,7.466666666666667,5.645636608735167,19.264943782282817,289.03858798435016,78.4,35.8,10.784279067044812,99.9983000000009,Americas
Canada_1997,Canada,1997,0.62383,17.6,31,447.68,78.6,34,10.8,99.99857,7.4,5.871776410239527,19.338857948124275,279.27806213600894,78.60000000000001,33.99999999999999,10.800000000000002,99.99856999999946,Americas
Canada_1998,Canada,1998,0.63341,17.8,30.6,446.06,78.8,34.7,10.8,99.99847,7.1,5.880628620139717,19.38238593815239,282.53944678340696,78.80000000000001,34.699999999999996,10.856699353239584,99.998469999999,Americas
Canada_1999,Canada,1999,0.65962,18.1,29.6,445.95,79.1,35.8,10.9,99.99852,7.1,5.976667417986328,19.524824416062476,294.15863063699453,79.1000001311319,35.800000017904864,10.900000012107107,99.99852017051302,Americas
Canada_2000,Canada,2000,0.67201,18.7,29.9,440.83,79.4,37.2,11,99.9985,7.1,6.179191781291549,20.093120834176222,296.2424902116567,79.4,37.2,10.999999999998801,99.99864106267705,Americas
Canada_2001,Canada,2001,0.70502,18.3,28.4,446.16,79.6,37.3,11.2,99.99849,7.074999999999999,6.4144704240838735,20.022465532475085,314.55011344957103,79.60000000000001,37.3,11.2,99.99874970503045,Americas
Canada_2002,Canada,2002,0.71857,18.3,28.6,446.78,79.8,38.2,11.5,99.9985,7.05,6.868038778328018,20.551040369921925,321.0417418347009,79.80000000000001,38.2,11.5,99.99888237653968,Americas
Canada_2003,Canada,2003,0.70356,18.7,30.4,449.217,80,39.3,11.7,99.99857,7.025,7.273313218586649,21.38808298649446,316.04902878101257,80,39.29999999999999,11.7,99.99901124248909,Americas
Canada_2004,Canada,2004,0.70622,18.4,31.3,449.859,80.2,40.4,12,99.9984,7,7.761825110988522,22.104766504881905,317.70058003577225,80.2,40.4,12,99.9991481432931,Americas
Canada_2005,Canada,2005,0.71122,17.9,32,447.82,80.4,42,12.2,99.99819,7.066666666666666,8.160590976296112,22.759139118110316,318.49992749600494,80.39999999999999,42,12.199999999999998,99.99926923664137,Americas
Chile_1990,Chile,1990,0.79844,2.48,9.66,448,73.4,9.85,8.02,99.9968,3.4,1.980133431414281,7.71293909171853,357.7015230941927,73.40000000000002,11.042524190969113,10.149042219154918,99.99680000000001,Americas
Chile_1991,Chile,1991,0.79529,2.31,11.4,447.83,74.2,10.4,8.1,99.9965,3.5999999999999996,1.837119534567762,8.869882996537964,356.1546498551865,74.20000000000002,11.035114335217632,8.719641771427527,99.99650000000007,Americas
Chile_1992,Chile,1992,0.80708,2.35,11.5,447.96,74.7,11.4,8.2,99.99694,3.8,1.896644887155929,9.281453703103482,361.54086963845526,74.70000000000002,11.4,8.981401488855443,99.99694000000027,Americas
Chile_1993,Chile,1993,0.80911,2.46,12.6,447.9,75,12,8.3,99.99733,3.65,1.9904154788580768,10.194810989273076,362.4012573091597,75.00000000000003,12.000000000000004,9.471795784481325,99.99732999999081,Americas
Chile_1994,Chile,1994,0.78328,2.67,12.9,445.47,75.2,12.4,8.3,99.997,3.5,2.0913559721453767,10.104304135084405,348.92747000434497,75.2,12.4,8.948514739828758,99.99699999999822,Americas
Colombia_1992,Colombia,1992,0.8492,1.79,6.12,448.75,71.1,8.48,5.7,99.9118,3.7,1.5200685606081845,5.197105916716263,381.0786405435308,71.1,8.48000000000007,10.139408416785344,99.99526398022738,Americas
Colombia_1993,Colombia,1993,0.85016,1.81,6.48,448.56,71.7,8.77,5.8,99.9154,3.375,1.53879547761982,5.5090578425284376,381.3492262105834,71.70000000000127,8.770000000000097,9.016523015096546,99.9928562231921,Americas
Colombia_1994,Colombia,1994,0.8465,1.87,6.87,448.23,72.1,9.1,6,99.9224,3.05,1.5829471458518092,5.815426145455594,379.42481239848365,72.10000000000097,9.100000000000076,8.913717561317926,99.9923515483816,Americas
Costa Rica_1990,Costa Rica,1990,1,0.934,5.3,447.15,76.9,9.93,6.72,99.99517,3.8,0.9339999999999994,5.299999999999996,447.1499999999997,76.89999999999995,9.929999999999993,6.719999999999995,99.99516999999993,Americas
Costa Rica_1991,Costa Rica,1991,0.99279,1.03,6.37,447.52,76.9,9.9,7,99.99555,3.6,1.0225731825542839,6.152902698055619,444.293155977372,76.90000000000002,9.9,7.192549583916208,99.99554999999998,Americas
Costa Rica_1992,Costa Rica,1992,1,1.14,5.35,447.36,76.9,10.5,7.1,99.99453,4,1.1399999999999948,5.349999999999976,447.359999999998,76.89999999999966,10.499999999999954,7.099999999999969,99.99452999999956,Americas
Costa Rica_1993,Costa Rica,1993,1,1.15,5.87,447.43,77.1,11,7.2,99.99431,3.9,1.1500000000000001,5.870000000000001,447.4300000000001,77.10000000000001,11.000000000000002,7.200000000000002,99.99431000000003,Americas
Costa Rica_1994,Costa Rica,1994,0.96112,1.5,6.37,447.16,76.8,11.2,7.3,99.99412,4,1.3446893342759176,6.122315184513989,429.77307031511396,76.80000000000001,11.200000000000003,7.398818105731749,99.99477488189328,Americas
Costa Rica_1995,Costa Rica,1995,0.95984,1.36,6.23,447.09,76.5,11.4,7.4,99.99475,4,1.3053798865519042,5.979791686190205,429.13403932243233,76.49999999999939,11.39999999999993,7.534968816060617,99.9952215120051,Americas
Croatia_2009,Croatia,2009,0.81452,5.04,16.4,445.13,76.5,24.8,10.6,99.9989,6.9,4.105179632226168,13.358124200101024,362.56718446286385,76.50000000000001,24.800000000012798,10.600000000000003,99.99889999998966,Europe
Croatia_2010,Croatia,2010,0.86291,4.87,14.4,447.44,76.8,24.5,10.8,99.99883,6.9,4.145811077466975,12.425836349165749,386.0983483382446,76.79999999999998,24.500000000000004,10.799999999999999,99.99882999999792,Europe
Croatia_2011,Croatia,2011,0.87811,4.8,14.5,448.02,77.1,24.6,11,99.999074,6.9,4.120071302969243,12.732586310983569,393.4105736412784,77.10000003396561,24.6000000209602,11.000000005850339,99.99907404208699,Europe
Croatia_2012,Croatia,2012,0.90042,4.45,14,447.44,77.4,24.1,11,99.999048,6.9,3.9552740618952864,12.60594068936417,402.885889146238,77.40001001445452,24.100001527628656,11.000001292608863,99.99906105636609,Europe
Croatia_2013,Croatia,2013,0.90325,4.32,14.6,448.34,77.8,24.1,11,99.999152,7.1,3.818474845825429,13.187452711640796,404.9631882696599,77.79999999999998,24.1,11,99.99915200000807,Europe
Croatia_2014,Croatia,2014,0.91086,4.16,15,444.54,77.9,24.1,11.1,99.999297,7.1,3.7891692718790213,13.66286997071762,404.91281445218755,77.90000000001476,24.1,11.100000000000003,99.99929699999635,Europe
Croatia_2015,Croatia,2015,0.90197,4.22,15.3,449.911,77.7,24.9,11.2,99.999354,7.3,3.8063211389740745,13.800169058365721,405.8070497528352,77.70000000000002,24.900000000706022,11.2,99.99935399999063,Europe
Croatia_2016,Croatia,2016,0.91002,4.3,15.7,449.178,78.4,25.9,11.3,99.999,7.3,3.9130778662288708,14.287284302277502,408.76011390334287,78.4,25.900000000000006,11.300000000000002,99.99900000000001,Europe
Cyprus_2004,Cyprus,2004,0.5946,7.74,41.1,443.54,77.9,36.5,10.5,99.99873,8.8,4.602206977467985,23.558229964659628,263.72905462355754,78.23227862463375,36.5,11.250219217810539,99.99880778708106,Asia
Cyprus_2005,Cyprus,2005,0.59972,7.79,41.6,443.7,77.9,37.7,10.7,99.99823,8.9,4.671796039079577,24.0145709404957,266.0944675917516,78.49163588658378,37.70000000000001,11.311540318734357,99.99884979060161,Asia
Cyprus_2006,Cyprus,2006,0.60564,7.84,41.4,440.67,78.2,38.8,10.9,99.99824,8.8,4.748185140408276,24.484709221146087,266.8855543142392,78.74786420206189,38.800000000000004,11.361929000292497,99.99889202687294,Asia
Cyprus_2007,Cyprus,2007,0.60477,8.01,43.6,440.43,78.3,40,11.2,99.99863,8.7,4.844223982564074,25.04984970170631,266.35974639709445,79.04602589030199,40.00000000000001,11.411027089783097,99.99894186730714,Asia
Cyprus_2008,Cyprus,2008,0.62265,8.03,44.7,405.8,78.8,40.4,11.3,99.99887,8.6,4.999865482595806,25.74676811895802,252.67066162360908,79.32678835079714,40.400000000000006,11.370261711283291,99.99899511118046,Asia
Cyprus_2009,Cyprus,2009,0.81859,7.68,36.4,201,79.1,38.5,11.3,99.99816,8.5,6.28673463709683,29.796502707073515,164.53563308026855,80.4813798955995,38.5,11.3,99.99906257164365,Asia
Cyprus_2010,Cyprus,2010,0.78651,7.25,36.7,329,79.5,38.3,11.5,99.999539,8.6,5.702192470016999,25.483378567592418,258.7615617428403,80.04596191276278,38.3,11.500000000000002,99.99953899998192,Asia
Cyprus_2011,Cyprus,2011,0.76814,6.89,34.4,303,79.8,37.5,11.6,99.9974,8.4,5.292470847411623,26.423947336859193,232.74581520547486,79.80000000000001,38.52646316265862,11.6,99.99922190169855,Asia
Cyprus_2012,Cyprus,2012,1,6.36,34.9,170,80.1,35.6,11.8,99.99794,8,6.360000000000239,34.900000000001306,170.00000000000637,80.100000000003,35.60000000000134,11.800000000000443,99.99794000000375,Asia
Cyprus_2013,Cyprus,2013,0.87383,5.72,33.9,341,80.3,33.4,12,99.99881,7.7,4.998287785905176,26.406156683365182,297.97484877511624,80.30000000000027,44.34673345439718,12,99.99940029662726,Asia
Cyprus_2014,Cyprus,2014,1,6.01,34.3,227,80.4,33.1,11.9,99.999047,7.6,6.009999980095034,34.2999979812173,226.99999924787588,80.40000065602923,33.10001090357114,11.899999999993451,99.99904699964847,Asia
Cyprus_2015,Cyprus,2015,0.88472,5.99,34.7,304,80.5,34.5,11.9,99.99858,7.8,5.299444423787342,27.944935883903153,268.9534398717805,80.5000000000216,44.750544901698284,11.900000000003356,99.99934069282025,Asia
Cyprus_2016,Cyprus,2016,0.86612,6.29,27.1,409.4,80.7,36.5,12.1,99.99877,8.2,5.447911333795734,23.471923234637707,354.59060414245045,80.69999999999827,41.11490051307346,12.099999999999687,99.99908882875746,Asia
Czechia_1993,Czechia,1993,0.73645,13.4,15.9,448.4,73,20.8,8.9,99.99788,10.4,4.16164716299417,11.709546343847895,330.2239358856224,73.65345324629423,20.8,10.656597331369358,99.99788000001378,Europe
Czechia_1994,Czechia,1994,0.74014,12.8,16,448.16,73.2,21.4,9.1,99.99785,10.2,4.164723047069229,11.842308376416366,331.7030576234224,73.82047134965772,21.4,10.658957678880142,99.99785000001071,Europe
Czechia_1995,Czechia,1995,0.75479,12.7,16.4,445.73,73.4,22.8,9.4,99.99828,10,4.536189043512612,12.378539038674454,336.4320857139248,73.57570495253239,22.800000000000004,10.579345180339763,99.99828000001358,Europe
Czechia_1996,Czechia,1996,0.75285,13,17.1,447.87,74,23.8,9.6,99.99849,9.8,4.973557255969062,12.87377533623536,337.1799861183278,74.0000002173878,23.800000112741007,10.799222082035559,99.998490289090455,Europe
Czechia_1997,Czechia,1997,0.77951,12.7,15.9,447.93,74.1,23.7,9.9,99.99855,9.75,5.060973785339836,12.39416190606813,349.16458758934937,74.10000001520936,23.700000007887827,10.870740838295093,99.9985500202354,Europe
Czechia_1998,Czechia,1998,0.78125,12.1,16,444.46,74.7,23.6,10.1,99.99848,9.7,4.848248752062086,12.499987937299617,347.2340399132617,74.7,23.6,10.627799904700453,99.9984800000063,Europe
Czechia_1999,Czechia,1999,0.79712,11.3,15.8,440.31,75,23.9,10.4,99.99861,9.65,4.846184578236267,12.59448312987562,350.9795485389579,75.00000000000001,23.9,10.435966138308041,99.99861000000459,Europe
Czechia_2000,Czechia,2000,0.79704,12.4,16.2,441.93,75.2,25,10.6,99.99858,9.6,4.947531534295095,12.911999935383166,352.2345760150545,75.2,25.000000000000004,10.600000000000001,99.99858000000454,Europe
Czechia_2001,Czechia,2001,0.80848,12.4,16.5,441.68,75.5,25.8,10.9,99.99879,9.55,4.978568979250358,13.340000416871822,357.091599037815,75.50000000000001,25.8,10.9,99.99879000000584,Europe
Czechia_2002,Czechia,2002,0.78663,12.1,18,439.7,75.7,26.3,11.1,99.99883,9.5,4.932102990808217,14.159406020287884,345.88282369813817,75.70000003651809,26.300000022535315,11.100000006289978,99.99883004525009,Europe
Czechia_2003,Czechia,2003,0.78003,12.5,18.6,447.98,75.6,27.2,11.4,99.99885,9.25,5.238673690929998,14.508522697543473,349.43698914223245,75.60000000000001,27.199999999999992,11.4,99.99884999999509,Europe
Czechia_2004,Czechia,2004,0.77225,12.5,20.2,444.64,76.1,28.5,11.6,99.99895,9,5.616748648653333,15.599521778852825,343.3748201887711,76.10000003777206,28.50000000232363,11.600000005574637,99.99895005209262,Europe
Czechia_2005,Czechia,2005,0.79534,12.3,20.8,440,76.4,30.4,11.9,99.999228,9.3,6.274240422530636,16.54303292459308,349.94877340485357,76.40000000000002,30.4,11.900000000000002,99.99922799999491,Europe
Czechia_2006,Czechia,2006,0.80387,12.3,21.2,445.44,77,32.4,12.1,99.999175,9.3,6.542288331427279,17.042003307422743,358.07499779520685,77,32.4,12.1,99.99917499999387,Europe
Czechia_2007,Czechia,2007,0.79395,12.4,22.4,442.74,77.2,34,12.2,99.999004,9.7,7.304784816671128,17.784534405306896,351.51449833060605,77.2,34,12.199999999999998,99.99900400000483,Europe
Czechia_2008,Czechia,2008,0.78246,11.8,23.5,446.28,77.3,34.6,12.2,99.999324,9.8,7.379090140241791,18.387851061369823,349.19702876311993,77.30000003335712,34.60000000205204,12.200000004923048,99.99932404601073,Europe
Czechia_2009,Czechia,2009,0.79064,11,22.5,447.46,77.6,32.8,12.3,99.99924,9.6,6.430015084133466,17.789333284874107,353.7784478927465,77.60000004880082,32.80000000300209,12.300000007202327,99.99924006729587,Europe
Czechia_2010,Czechia,2010,0.81258,11.2,22,445.14,77.8,33.5,12.4,99.999333,9.4,6.434583055745642,17.87684861637685,361.7136542315452,77.8,33.5,12.4,99.9993329999823,Europe
Czechia_2011,Czechia,2011,0.8104,10.9,22.3,448.18,78,34,12.5,99.999262,9.3,6.650222459975309,18.07194334725913,363.2055412431918,78.00000000289523,34.000000000178105,12.500000000427296,99.99926200397815,Europe
Czechia_2012,Czechia,2012,0.81051,10.5,22.4,445.48,78.3,33.7,12.4,99.999254,9.6,6.615027920061702,18.155317034065607,361.0638675149797,78.30000000000001,33.70000000000001,12.399999999999999,99.9992539999909,Europe
Czechia_2013,Czechia,2013,0.83162,10.1,21.9,446.52,78.5,33.7,12.6,99.999203,9.4,6.759243933511692,18.212520936878718,371.3358407855489,78.50000077347961,33.7433979625905,12.600000120182093,99.99920402718709,Europe
Czechia_2014,Czechia,2014,0.8553,9.83,22.2,446.14,79,34.4,12.8,99.999342,9.7,7.402353565654881,18.98760118914336,381.58236011371247,79,36.9878878697867,12.8,99.99934199999527,Europe
Czechia_2015,Czechia,2015,0.84,9.89,22.5,449.096,79,36.2,12.7,99.99934,9.7,7.272544908639578,18.900064643942365,377.24193028159726,79,36.33953585117588,12.7,99.99933999999693,Europe
